content,score,country,clean_review
Amazing app & amazing technology ..... i appreciate Samrawit Fikru......keep going....,5,br,amazing app amazing technology appreciate samrawit fikrukeep going
Betam arif app honowal. Every thing is perferct,5,br,betam arif app honowal every thing perferct
So mice,5,br,mouse
The map is literally stuck. We can't even look where we going.,1,br,map literally stuck cant even look going
Nicr,5,br,nicr
To many drivers calling on a single order,1,br,many driver calling single order
Why add benefits like mobile card charge?,1,br,add benefit like mobile card charge
Hot,5,br,hot
Pest,5,br,pest
Good,5,br,good
Best transporter,5,br,best transporter
Good,4,br,good
its great but the map and the routes need some work,3,br,great map route need work
Good app easy to use and to save time but some time isn't open by 3G network.,4,br,good app easy use save time time isnt open g network
First user,3,br,first user
አሰራራችሁን እንደፈረስ አድርጉ በጣም ጅብ ሆናችሁ,1,br,
Best,5,br,best
very user friendly simple app,5,br,user friendly simple app
I love it. So i used it am using it. Keep yours updates.,5,br,love used using keep update
Good,5,br,good
Best and Nice For transportation !,5,br,best nice transportation
User friendly app and simple to use and Most of the drivers are amazing,5,br,user friendly app simple use driver amazing
Bole aberuse bldg,1,br,bole aberuse bldg
Good,4,br,good
Is was good(I give it a thumbs up👍),5,br,goodi give thumb
Good,4,br,good
Best,4,br,best
Very good App,5,br,good app
Good,5,br,good
The drivers don't use the app because it doesn't not show the exact location of the passenger and it's annoying explaining where I am.,1,br,driver dont use app doesnt show exact location passenger annoying explaining
ever since the new update the app keeps calling for drivers when I haven't even opened the app,1,br,ever since new update app keep calling driver havent even opened app
Good app the updated app but the older version had price and kilometer before booking,4,br,good app updated app older version price kilometer booking
Fascinating ....amazing tech,5,br,fascinating amazing tech
Good.,5,br,good
It is good 😊😊😊😊😊😊.I use it every day,5,br,good use every day
Ride is good but i like the older version it was better,3,br,ride good like older version better
Wow,2,br,wow
It sucse,1,br,sucse
"Generaly Rid is good service but some drivers use indirect way instd sort cut, especially if they know someone is gust.",3,br,generaly rid good service driver use indirect way instd sort cut especially know someone gust
Its better to add amount while traveling,4,br,better add amount traveling
Many times they arenot accepting my request i dont know why,1,br,many time arenot accepting request dont know
Good,5,br,good
Nicer app,5,br,nicer app
👍,5,br,
Creative,5,br,creative
Nice App gen lebochen ba lela App ya mexyten Waaaa beluchew,4,br,nice app gen lebochen ba lela app ya mexyten waaaa beluchew
Good,4,br,good
"Great app. But it would be great to include drivers' reputation/rating mechanism so that they will be automatically given priority based on their ratings when they are located in the same vicinity. Some drivers are very good in terms of treating passengers, some are really bad. So, try to include a rating at the end of each trip. Thanks.",4,br,great app would great include driver reputationrating mechanism automatically given priority based rating located vicinity driver good term treating passenger really bad try include rating end trip thanks
"the UI design is great, however, if u can create lite version for less capable phones, such as facebook lite. Except this love the app.",4,br,ui design great however u create lite version less capable phone facebook lite except love app
Awful the old version is better now it's awful,1,br,awful old version better awful
The app isnot easy to use it in low connection areas and it forcibly orders U to update it. it shouldnot be like that.,1,br,app isnot easy use low connection area forcibly order u update shouldnot like
The previous version is much better..,1,br,previous version much better
Its good app vire happy,5,br,good app vire happy
Nice,2,br,nice
Good,5,br,good
"This is a really good update to the app .... Clean, simple and responsive.",5,br,really good update app clean simple responsive
Soory I love u,1,br,soory love u
It is a little slower with the update and its not easy to move on the map the update have some bugs,2,br,little slower update easy move map update bug
I know you already know you should do this but I am gonna say it anyway. Please add more and better payment options and safety features. Keep on working on it.,4,br,know already know gonna say anyway please add better payment option safety feature keep working
Well done but there needs to be a feature to remove recent places from suggestions.,4,br,well done need feature remove recent place suggestion
The drivers in Ethiopia don't know to get to you using the map . ..not easy to use,2,br,driver ethiopia dont know get using map easy use
Great app,4,br,great app
Needs too much space,1,br,need much space
You know what my phone is Huawei and does not support Google Play then your app dose not work with out Google play and you are exited to peblish iso version not for this problem actually i am off from this service b/c I am tired of calling ten times!,1,br,know phone huawei support google play app dose work google play exited peblish iso version problem actually service bc tired calling ten time
"As you all know the app didn't support corporate option, you guys also blocked and increased the tariff of telephone line we are using for corporate booking service. So it's better at least to give us an option for dially corporate users",1,br,know app didnt support corporate option guy also blocked increased tariff telephone line using corporate booking service better least give u option dially corporate user
I have got Ride Pioneer and preferable than other rivals in the market. Pls keep on delivering quality service to your loyal customers.,4,br,got ride pioneer preferable rival market pls keep delivering quality service loyal customer
What is new? The application dosnt show update as you say.it is all same,4,br,new application dosnt show update sayit
The updated app looks excellent and favourable to use. Except it doesn't show the estimated price.,5,br,updated app look excellent favourable use except doesnt show estimated price
It is good except your poor call services,4,br,good except poor call service
Glad to have this ride booking in my country. I wish it were as good as Uber app.,2,br,glad ride booking country wish good uber app
Nice one,5,br,nice one
not good,1,br,good
Easy to use,4,br,easy use
nice,5,br,nice
wow,5,br,wow
Love it,4,br,love
Your service is good.keep it up,5,br,service goodkeep
Wow,5,br,wow
Ride is a Good Ethiopia transportation !!!,5,br,ride good ethiopia transportation
1 Years,5,br,year
I tried the app to download and update many times but not working for me!,1,br,tried app download update many time working
Pioneer. Excellent! !,5,br,pioneer excellent
Good,5,br,good
Good app,5,br,good app
Excellent,5,br,excellent
Very nice,5,br,nice
Good it is good.,5,br,good good
Awesome service,5,br,awesome service
The best app ever !!!!!!,5,br,best app ever
"The app is amazing! I want to thank the devs. Very flexible, easy to access the only thing is that you can't zoom out on ""my location"" page, it only work on the ""set point on map"" section. I hope it will be fixed. Thanks.",4,br,app amazing want thank devs flexible easy access thing cant zoom location page work set point map section hope fixed thanks
